relative_time,AccX,AccY,AccZ,BarometerSensor
0,-0.0143701171875,0.14594650268554688,9.525292053222657,971.0012054443359
64,0.238304443359375,0.6725514221191407,8.837771759033204,971.0012054443359
130,0.2327659606933594,1.1416758728027345,8.530460815429688,971.0038757324219
199,0.6626719665527344,1.1552975463867188,10.488838348388672,971.0038757324219
265,0.4731660461425781,0.9904902648925782,10.540480957031251,971.0038757324219
331,0.10612930297851562,0.7650590515136719,11.327544250488282,971.0038757324219
398,-0.335302734375,-0.19055374145507814,10.883118438720704,971.0038757324219
465,1.1909234619140625,-0.44068359375000005,8.903784484863282,971.0038757324219
532,1.6194822692871094,-0.4113446044921875,8.877588958740235,971.0038757324219
597,0.5298980712890625,-0.5900729370117188,9.135652313232422,971.0038757324219
664,-0.31329849243164065,-0.2900967407226563,9.991123352050781,971.0038757324219
731,0.25836273193359377,0.032183074951171876,8.35577407836914,971.0038757324219
798,-1.315913543701172,0.6629713439941407,8.663085021972657,971.0038757324219
864,-0.8852590942382813,0.2743794250488281,9.557774505615235,971.0038757324219
931,-1.308728485107422,1.0554551696777343,8.732989654541017,971.0038757324219
997,-0.29758117675781254,1.5203883361816406,9.76973373413086,971.0038757324219
1063,-0.5662724304199219,2.412084045410156,10.398276672363282,971.0038757324219
1130,-0.1776805114746094,1.4934443664550783,9.83963836669922,971.0038757324219
1197,-0.31629226684570316,1.4503340148925783,10.753488006591798,971.0054779052734
1264,-0.9565109252929688,1.4591656494140626,9.47799041748047,971.0054779052734
1330,-0.44577301025390625,0.5701643371582031,9.561965789794922,971.0054779052734
1397,-0.6379733276367188,0.09280700683593751,9.283395080566407,971.0054779052734
1464,0.12244537353515626,-0.8149053955078125,9.034911804199218,971.0054779052734
1530,-0.36134857177734375,-0.12259506225585938,9.585017852783203,971.0054779052734
1597,-1.4816189575195313,-0.07903564453125,9.263935546875,971.0054779052734
1664,-0.7057823181152344,0.022303619384765626,8.989855499267579,971.0054779052734
1730,-1.1346405029296875,0.7062313842773438,8.287366333007814,971.0054779052734
1797,-0.10253677368164063,0.4740641784667969,7.3991134643554695,971.0054779052734
1864,-1.2527449035644531,0.40430923461914064,6.999893646240235,971.0054779052734
1930,-1.0934761047363282,-0.6965016174316406,8.418343963623048,971.0054779052734
1996,-0.7000941467285157,-0.1035845947265625,8.360414428710937,971.0054779052734
2064,-0.8122109985351563,-0.336500244140625,9.49191146850586,971.0054779052734
2130,-1.3066328430175782,0.17333953857421877,8.704698486328125,971.0054779052734
2197,-0.6973997497558594,0.9608518981933595,10.161918182373048,971.0054779052734
2264,-0.572259979248047,0.9297166442871094,9.342821502685547,971.005859375
2330,-1.0150392150878906,0.7743397521972657,9.809700622558594,971.005859375
2397,0.5590873718261719,0.6626719665527344,10.183473358154297,971.005859375
2464,0.3020718383789063,-0.40505767822265626,10.035431213378907,971.005859375
2530,-0.19474502563476564,-0.41448806762695317,11.89172103881836,971.005859375
2597,0.08846603393554688,-1.8419197082519532,11.483519897460939,971.005859375
2664,-0.2347119140625,-1.6961228942871094,11.424542541503907,971.005859375
2730,-0.4739144897460938,-2.6994863891601564,11.121123504638673,971.005859375
2797,-0.3742218017578125,-0.5249583435058593,13.037588195800781,971.005859375
2864,-0.2549198913574219,0.27722351074218754,11.725117492675782,971.005859375
2930,0.2860551452636719,0.6261479187011719,12.989388427734376,971.005859375
2997,-0.7276368713378907,-1.0324031066894532,11.588900756835939,971.005859375
3064,0.4667294311523438,-0.34757720947265625,10.439590759277344,971.005859375
3130,-0.10014175415039063,-1.1505075073242188,7.721842346191407,971.005859375
3196,-1.1082952880859376,-0.4206253051757813,8.209528198242188,971.005859375
