0,153
1,153
2,153
3,154
4,153
5,154
6,154
7,153
8,155
9,153
10,153
11,154
12,153
13,154
14,153
15,154
16,154
17,154
18,154
19,154
20,154
21,154
22,154
23,154
24,154
25,154
26,154
27,154
28,154
29,154
30,154
31,154
32,154
33,154
34,154
35,154
36,154
37,154
38,154
39,154
40,154
41,154
42,153
43,154
44,154
45,154
46,154
47,153
48,153
49,153
50,154
51,154
52,154
53,154
54,154
55,154
56,154
57,153
58,153
59,154
60,154
61,154
62,153
63,153
64,154
65,154
66,154
67,154
68,154
69,153
70,153
71,154
72,153
73,153
74,153
75,154
76,154
77,153
78,153
79,153
80,154
81,153
82,154
83,153
84,154
85,153
86,154
87,154
88,153
89,154
90,153
91,154
92,154
93,153
94,155
95,153
96,153
97,153
98,154
99,153
100,153
101,154
102,153
103,153
104,153
105,153
106,154
107,153
108,153
109,153
110,153
111,154
112,153
113,154
114,153
115,154
116,153
117,153
118,154
119,154
120,154
121,153
122,153
123,153
124,153
125,154
126,153
127,153
128,153
129,153
130,153
131,153
132,153
133,152
134,153
135,153
136,154
137,153
138,154
139,153
140,154
141,153
142,153
143,153
144,154
145,153
146,153
147,153
148,154
149,154
150,153
151,153
152,153
153,153
154,153
155,153
156,153
157,153
158,153
159,153
160,153
161,153
162,153
163,153
164,154
165,153
166,153
167,153
168,153
169,153
170,153
171,153
172,154
173,153
174,153
175,153
176,153
177,153
178,153
179,153
180,154
181,153
182,153
183,153
184,154
185,153
186,153
187,153
188,153
189,153
190,153
191,153
192,153
193,153
194,153
195,153
196,153
197,153
198,153
199,153
200,153
201,154
202,153
203,154
204,153
205,154
206,153
207,153
208,153
209,153
210,153
211,153
212,154
213,153
214,153
215,153
216,153
217,154
218,153
219,153
220,153
221,153
222,153
223,153
224,153
225,153
226,153
227,153
228,153
229,153
230,153
231,153
232,153
233,153
234,153
235,153
236,153
237,153
238,153
239,153
240,153
241,153
242,153
243,153
244,153
245,153
246,153
247,153
248,153
249,153
250,153
251,153
252,153
253,153
254,153
255,153
256,153
257,153
258,153
259,153
260,153
261,153
262,153
263,153
264,153
265,153
266,153
267,153
268,153
269,153
270,153
271,152
272,154
273,153
274,153
275,153
276,153
277,153
278,153
279,153
280,153
281,153
282,153
283,153
284,153
285,153
286,153
287,153
288,153
289,153
290,153
291,153
292,153
293,154
294,153
295,154
296,153
297,153
298,154
299,153
300,153
301,154
302,153
303,153
304,153
305,153
306,153
307,154
308,153
309,153
310,152
311,153
312,153
313,153
314,153
315,153
316,153
317,153
318,153
319,153
320,153
321,153
322,153
323,153
324,153
325,153
326,153
327,153
328,153
329,153
330,153
331,153
332,153
333,153
334,153
335,153
336,153
337,153
338,153
339,153
340,153
341,153
342,153
343,153
344,153
345,153
346,153
347,153
348,153
349,153
350,152
351,153
352,153
353,153
354,153
355,153
356,153
357,153
358,153
359,153
360,153
361,153
362,153
363,153
364,153
365,153
366,154
367,153
368,153
369,153
370,153
371,153
372,153
373,153
374,153
375,153
376,153
377,153
378,153
379,153
380,152
381,153
382,153
383,153
384,153
385,153
386,153
387,153
388,153
389,153
390,153
391,153
392,153
393,153
394,153
395,153
396,153
397,153
398,153
399,153
400,153
401,153
402,154
403,153
404,153
405,153
406,153
407,153
408,153
409,152
410,153
411,153
412,154
413,153
414,153
415,153
416,153
417,153
418,153
419,153
420,153
421,153
422,153
423,153
424,153
425,153
426,153
427,153
428,153
429,153
430,153
431,153
432,153
433,153
434,153
435,153
436,153
437,152
438,153
439,153
440,153
441,153
442,153
443,153
444,153
445,153
446,153
447,153
448,153
449,153
450,153
451,153
452,153
453,153
454,153
455,153
456,153
457,153
458,153
459,153
460,152
461,153
462,153
463,153
464,152
465,153
466,153
467,153
468,153
469,153
470,153
471,153
472,153
473,153
474,153
475,152
476,153
477,153
478,153
479,153
480,153
481,153
482,153
483,153
484,153
485,153
486,153
487,153
488,153
489,153
490,153
491,152
492,153
493,153
494,153
495,153
496,153
497,153
498,153
499,153
500,153
501,153
502,153
503,153
504,153
505,152
506,153
507,153
508,153
509,153
510,153
511,153
512,153
513,153
514,153
515,153
516,153
517,153
518,153
519,153
520,153
521,152
522,153
523,153
524,153
525,153
526,153
527,153
528,153
529,153
530,153
531,153
532,153
533,153
534,153
535,153
536,153
537,153
538,153
539,153
540,153
541,153
542,153
543,152
544,153
545,153
546,153
547,153
548,153
549,153
550,153
551,153
552,153
553,153
554,152
555,153
556,153
557,153
558,152
559,153
560,153
561,152
562,153
563,153
564,153
565,152
566,153
567,153
568,153
569,152
570,153
571,153
572,152
573,152
574,153
575,153
576,152
577,153
578,152
579,152
580,152
581,153
582,152
583,153
584,152
585,152
586,153
587,152
588,153
589,152
590,153
591,152
592,153
593,152
594,153
595,153
596,153
597,153
598,152
599,153
600,152
601,153
602,152
603,153
604,152
605,152
606,153
607,153
608,153
609,153
610,153
611,153
612,152
613,153
614,153
615,152
616,153
617,153
618,152
619,153
620,153
621,153
622,153
623,153
624,153
625,153
626,153
627,152
628,153
629,153
630,153
631,152
632,153
633,153
634,153
635,152
636,153
637,152
638,153
639,152
640,152
641,153
642,152
643,153
644,153
645,152
646,152
647,152
648,152
649,152
650,153
651,152
652,153
653,153
654,153
655,153
656,153
657,152
658,152
659,153
660,153
661,152
662,152
663,152
664,152
665,153
666,152
667,153
668,152
669,152
670,152
671,152
672,152
673,153
674,152
675,152
676,152
677,152
678,152
679,152
680,152
681,152
682,153
683,152
684,152
685,152
686,153
687,151
688,152
689,152
690,152
691,152
692,152
693,152
694,152
695,153
696,152
697,152
698,152
699,151
700,152
701,152
702,152
703,152
704,152
705,152
706,153
707,152
708,152
709,152
710,152
711,152
712,152
713,152
714,152
715,152
716,152
717,153
718,152
719,152
720,153
721,152
722,153
723,152
724,153
725,152
726,153
727,153
728,152
729,153
730,152
731,152
732,152
733,152
734,152
735,152
736,153
737,152
738,153
739,152
740,152
741,152
742,153
743,152
744,153
745,152
746,153
747,152
748,152
749,152
750,152
751,152
752,152
753,152
754,153
755,153
756,152
757,152
758,152
759,152
760,152
761,152
762,152
763,152
764,152
765,152
766,153
767,152
